label,sentence_id,string,npsub0,npsub1,npsub2,npsub3,npsub4,npsub5,npsub6,npsub7,npsub8,npsub9,npsub10,npsub11,npsub12,npsub13,npsub14,npsub15,npdo0,npdo1,npdo2,npdo3,npdo4,npdo5,npdo6,npdo7,npdo8,npdo9,npdo10,npdo11,npdo12,npdo13,npdo14,npdo15,npother0,npother1,npother2,npother3,npother4,npother5,npother6,npother7,npother8,npother9,npother10,npother11,npother12,npother13,npother14,npother15,vp0,vp1,vp2,vp3,vp4,vp5,vp6,vp7,vp8,vp9,vp10,vp11,vp12,vp13,vp14,vp15,vp16,vp17,vp18,vp19,vp20,snw_n,swn_v,swn_a,swn_r,timex
2,52,and_may__like_Mark_Twain__become_quite_hardened_to_the_sight_of_St._Sebastian_stuck_full_of_arrows_,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,the_sight_of_St._Sebastian_stuck_full_of_arrows,0,Y,def,sight,NN,common,sg,3,05933054-N,05932477-N,05930136-N,05926676-N,00001740-N,8,noun.cognition,O,O,O,O,-1,0,O,O,0,O,O,O,-1,O,-1,O,O,O,O,O,O,0.06122448979591836,0.06101190476190476,0.03225806451612903,0.03225806451612903,NO
2,52,and_of_lovely_young_St._Anastasia_and_of_many_others___smiling_amid_the_flames_;,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,lovely_young_St._Anastasia,0,none,none,anastasium,NNP,proper,sg,3,O,O,O,O,O,0,O,O,O,O,O,-1,0,O,O,0,O,O,O,-1,O,-1,O,O,O,O,O,O,0.0,0.0,0.22201138519924102,0.0,NO
2,52,of_whom_the_world_was_not_worthy,the_world,0,Y,def,world,NN,common,sg,3,09466280-N,00019128-N,00003553-N,00002684-N,00001740-N,5,noun.object,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,was,positive,this,realistic,0,2,JJ,01939984-A,0,adj.all,past,be,0,VBD,0,sim_past,active,O,O,O,O,0.0,0.10714285714285714,0.2903225806451613,0.0,NO
2,52,but_this_realistic_thrusting_of_St._Lawrence_and_his_gridiron_into_the_life_of_to-day__as_an_ornament_to_a_church__impressed_us,us,0,NO-NOUN,none,us,PRP,pronoun,pl,1,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,thrusting,none,none,thrust,0,0,VBG,01850315-V,2,verb.motion,none,thrust,0,VBG,0,other,unknown,01899262-V,O,01871979-V,O,0.04000000000000001,0.0075000000000000015,0.12000000000000002,0.0,NO
2,52,as_unworthy_of_a_people_credited_with_a_sense_of_beauty_and_fitness_.,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,a_people_credited_with_a_sense_of_beauty_and_fitness,0,Y,indef,people,NNS,common,pl,3,07942152-N,00031264-N,00002137-N,O,00001740-N,3,noun.group,credited,none,none,credit,0,0,VBN,00628491-V,3,verb.cognition,none,credit,0,VBN,0,other,unknown,00727143-V,O,00726300-V,00670261-V,0.5255102040816326,0.03794642857142857,0.0967741935483871,0.0,NO
2,53,We_were_thankful,We,0,NO-NOUN,none,we,PRP,pronoun,pl,1,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,were,none,none,thankful,0,0,JJ,01146493-A,0,adj.all,past,be,0,VBD,0,sim_past,active,O,O,O,O,0.0,0.29166666666666663,0.8064516129032259,0.0,NO
1,53,to_turn_from_the_cathedral_,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,the_cathedral,0,Y,def,cathedral,NN,common,sg,3,02984061-N,03028079-N,03953416-N,02913152-N,00001740-N,9,noun.artifact,turn,none,none,turn,0,0,VB,01831531-V,1,verb.motion,none,turn,0,VB,0,infinitif,active,01907258-V,O,O,O,0.39285714285714285,0.13020833333333334,0.0,0.0,NO
1,53,whose_interior_we_may_explore_to-morrow_,we,0,NO-NOUN,none,we,PRP,pronoun,pl,1,O,O,O,O,O,0,O,to-morrow,0,none,none,to-morrow,NN,common,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,explore,none,none,explore,0,0,VB,00644583-V,2,verb.cognition,none,explore,0,VB,0,cond,active,00648224-V,O,00789138-V,O,0.0,0.10714285714285714,0.0,0.0,NO
1,53,and__like_good_Americans__wend_our_way_along_the_Via_Balbi__with_its_many_palaces_and_handsome_university_buildings__to_a_lovely_little_square_called_Acquaverde_,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,our_way_along_the_Via_Balbi,0,Y,def,way,NN,common,sg,3,04928903-N,04916342-N,00024264-N,00002137-N,00001740-N,4,noun.attribute,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,called,none,none,call,0,0,VBN,01030132-V,2,verb.communication,none,call,0,VBN,0,other,unknown,01028748-V,O,01029852-V,O,0.018433179723502304,0.0,0.34027055150884494,0.0,NO
3,53,where_there_is_a_handsome_modern_statue_of_Columbus_.,a_handsome_modern_statue_of_Columbus,0,Y,indef,statue,NN,common,sg,3,04306847-N,04157320-N,03958097-N,02743547-N,00001740-N,9,noun.artifact,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,is,none,where,be,0,1,VBZ,02604760-V,0,verb.stative,present,be,0,VBZ,0,pres,active,O,O,O,O,0.0,0.065625,0.4451612903225808,0.0,NO
3,54,Beside_the_really_fine_figure_of_the_Genoese_navigator_is_a_woman_who_represents_either_Columbia_or_an_Italianized_American_Indian_,the_really_fine_figure_of_the_Genoese_navigator,0,Y,def,figure,NN,common,sg,3,06999647-N,06999233-N,06998748-N,06873252-N,00001740-N,6,noun.communication,either_Columbia_or_an_Italianized_American_Indian,0,none,none,columbium,NNP,proper,sg,3,14647154-N,14646942-N,14625458-N,14622893-N,00001740-N,7,noun.substance,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,represents,none,none,represent,0,0,VBZ,02664769-V,1,verb.stative,present,represent,0,VBZ,0,pres,active,02699497-V,O,O,O,0.0551948051948052,0.05681818181818182,0.026392961876832856,0.026392961876832856,NO
1,54,we_were_not_sure_which_,we,0,NO-NOUN,none,we,PRP,pronoun,pl,1,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,were,positive,none,sure,0,1,JJ,00336831-A,0,adj.all,past,be,0,VBD,0,sim_past,active,O,O,O,O,0.0,0.13020833333333334,0.3548387096774193,0.0,NO
3,54,to_whom_Columbus_is_offering_the_Catholic_religion_and_other_blessings_of_civilization_.,Columbus,0,none,none,columbus,NNP,proper,sg,3,O,O,O,O,09131001-N,0,noun.location,the_Catholic_religion_and_other_blessings_of_civilization,0,Y,def,religion,NN,common,sg,3,05946687-N,05941423-N,05809192-N,00023271-N,00001740-N,6,noun.cognition,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,offering,none,none,offer,0,0,VBG,02220461-V,3,verb.possession,present,offer,0,VBG,1,pres_cont,active,02296726-V,O,02327200-V,02199590-V,0.32653061224489793,0.10714285714285714,0.0967741935483871,0.0,NO
2,55,From_the_benevolent_expression_of_the_donor_it_is_evident,it,0,NO-NOUN,none,it,PRP,pronoun,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,is,none,none,evident,0,0,JJ,01618376-A,0,adj.all,present,be,0,VBZ,0,pres,active,O,O,O,O,0.20714285714285718,0.065625,0.4451612903225808,0.0,NO
2,55,that_he_is_making_the_presentation_in_good_faith_,he,0,NO-NOUN,none,he,PRP,pronoun,sg,3,O,O,O,O,O,0,O,the_presentation_in_good_faith,0,Y,def,presentation,NN,common,sg,3,01048697-N,01027379-N,00407535-N,00030358-N,00001740-N,7,noun.act,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,making,none,appear,make,0,1,VBG,02560585-V,0,verb.social,present,make,0,VBG,1,pres_cont,active,O,O,O,O,0.0,0.1625,0.1741935483870968,0.0,NO
2,55,although_the_lady_appears_singularly_indifferent_to_the_gifts_offered_her_.,the_lady,0,Y,def,lady,NN,common,sg,3,10243137-N,10787470-N,09619168-N,00007846-N,00001740-N,9,noun.person,her,0,NO-NOUN,none,her,PRP,pronoun,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,appears,none,none,appear,0,0,VBZ,02604760-V,1,verb.perception,present,appear,0,VBZ,0,pres,active,02133435-V,O,O,O,0.39285714285714285,0.13020833333333334,0.12903225806451613,0.0,NO
1,56,Some_children_with_large__dark_eyes_and_round__rosy_cheeks__were_playing_in_the_little_green_square_some_rhymed_game,Some_children_with_large__dark_eyes_and_round__rosy_cheeks_,0,Y,indef,child,NNS,common,pl,3,09917593-N,09622049-N,00007846-N,00004475-N,00001740-N,8,noun.person,some_rhymed_game,0,Y,indef,game,NN,common,sg,3,00455599-N,00407535-N,00030358-N,00029378-N,00001740-N,6,noun.act,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,playing,none,none,play,0,0,VBG,01072262-V,1,verb.competition,past,play,0,VBG,1,past_cont,active,01072949-V,O,O,O,0.65527950310559,0.09510869565217392,0.49228611500701264,0.0,NO
2,56,beautiful_enough_to_serve_as_models_for_the_Holy_Child_and_St._John_,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,the_Holy_Child_and_St._John,0,Y,def,child,NN,common,sg,3,09917593-N,09622049-N,00007846-N,00004475-N,00001740-N,8,noun.person,serve,none,none,serve,0,0,VB,02664769-V,5,verb.stative,none,serve,0,VB,0,infinitif,active,02670890-V,02667900-V,02669789-V,02671880-V,0.12755102040816327,0.03794642857142857,0.2903225806451613,0.0,NO
1,56,in_which_their_high__clear_voices_rang_out_joyously_.,their_high__clear_voices,0,Y,def,voice,NNS,common,pl,3,04981941-N,04981139-N,04983122-N,04916342-N,00001740-N,6,noun.attribute,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,rang,positive,joyously,ring,0,2,VBD,02123903-V,2,verb.perception,past,ring,0,VBD,0,sim_past,active,02180898-V,O,02176268-V,O,0.18181818181818185,0.0,0.39589442815249276,0.14956011730205282,NO
3,57,"It_was_probably_an_Italian_equivalent_for_""_ring-around-the-rosy_""_or_""_hot_butter-beans_._""",It,0,NO-NOUN,none,it,PRP,pronoun,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,was,positive,probably,equivalent,0,3,NN,00001740-N,4,noun.cognition,past,be,0,VBD,0,sim_past,active,05695554-N,00002137-N,00023271-N,00023100-N,0.0,0.029296875,0.07258064516129034,0.0,NO
1,58,We_longed,We,0,NO-NOUN,none,we,PRP,pronoun,pl,1,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,longed,none,none,long,0,0,VBD,01825237-V,1,verb.emotion,past,long,0,VBD,0,sim_past,active,01828405-V,O,O,O,0.0,0.45312500000000006,0.0,0.0,NO
1,58,to_know,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,know,none,none,know,0,0,VB,00594621-V,0,verb.cognition,none,know,0,VB,0,infinitif,active,O,O,O,O,0.0,0.45312500000000006,0.0,0.0,NO
1,58,just_what_the_words_meant_.,the_words,0,Y,def,word,NNS,common,pl,3,06286395-N,06284225-N,13809207-N,00031921-N,00001740-N,5,noun.communication,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,meant,none,none,mean,0,0,VBN,02367363-V,7,verb.communication,none,mean,0,VBN,0,other,unknown,00955148-V,00952524-V,00928630-V,02296153-V,0.0,0.13020833333333334,0.0,0.3548387096774193,NO
1,59,Zelphine_bribed_the_singers_with_soldi_to_an_encore_;,Zelphine,0,none,none,zelphine,NNP,proper,sg,3,O,O,O,O,O,0,O,the_singers,0,Y,def,singer,NNS,common,pl,3,10599806-N,10340312-N,10415638-N,09616922-N,00001740-N,10,noun.person,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,bribed,none,none,bribe,0,0,VBD,02220461-V,3,verb.possession,past,bribe,0,VBD,0,sim_past,active,02284096-V,O,02251743-V,02199590-V,0.0,0.0,0.0,0.0,NO
6,59,but__alas_!,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,alas,none,none,ala,0,0,VBN,O,0,O,none,ala,0,VBN,0,other,unknown,O,O,O,O,0.0,0.0,0.0,0.0,NO
1,60,the_song_fell_upon_ears_dull_of_understanding_.,the_song,0,Y,def,song,NN,common,sg,3,07048000-N,07037465-N,07020895-N,07109019-N,00001740-N,6,noun.communication,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,fell,none,none,fall,0,0,VBD,01835496-V,1,verb.motion,past,fall,0,VBD,0,sim_past,active,01972298-V,O,O,O,0.5476190476190476,0.07638888888888888,0.20430107526881722,0.0,NO
2,61,This_was_the_merriest_scene_that_we_have_found_in_Genoa_,Genoa,0,none,none,genoa,NNP,proper,sg,3,O,O,O,O,08808452-N,0,noun.location,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,was,none,none,scene,0,2,NN,00001740-N,6,noun.location,past,be,0,VBD,0,sim_past,active,08645963-N,00027167-N,08497294-N,08630985-N,0.1607142857142857,0.2109375,0.0,0.0,NO
2,61,which_does_not_impress_us_as_a_gay_city_at_all_;,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,us,0,NO-NOUN,none,us,PRP,pronoun,pl,1,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,impress,positive,none,impress,0,1,VB,01767949-V,0,verb.emotion,present,impress,0,VB,0,pres,active,O,O,O,O,0.0,0.13020833333333334,0.12903225806451613,0.0,NO
2,61,but_what_mature_and_sane_community_could_be_merry_under_skies_as_leaden_as_these_?,what_mature_and_sane_community,-1,O,O,O,O,O,O,0,00250181-V,00252019-V,00230746-V,00156601-V,00109660-V,5,verb.change,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,mature,none,none,mature,0,0,VBP,00109660-V,5,verb.change,present,mature,0,VBP,0,pres,active,00250181-V,00156601-V,00252019-V,00230746-V,0.0,0.029296875,0.5806451612903227,0.0,NO
1,62,We_are_lodged_in_an_old_palace_,an_old_palace,0,Y,indef,palace,NN,common,sg,3,03878066-N,03719053-N,03544360-N,03259505-N,00001740-N,10,noun.artifact,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,O,O,O,-1,0,O,O,0,O,O,O,-1,O,-1,O,O,O,O,O,O,0.0,0.08984375,0.24193548387096778,0.0,NO
2,62,which_opens_out_on_those_most_disappointing_arcades_of_which_we_have_read_such_fascinating_descriptions_.,we,0,NO-NOUN,none,we,PRP,pronoun,pl,1,O,O,O,O,O,0,O,such_fascinating_descriptions,1,Y,none,description,NNS,common,pl,3,06724763-N,06722453-N,06598915-N,00033020-N,00001740-N,5,noun.communication,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,opens,none,none,open,0,1,VBZ,01346003-V,0,verb.contact,present,open,0,VBZ,0,pres,active,O,O,O,O,0.2563025210084034,0.08272058823529412,0.3814041745730551,0.0,NO
2,63,We_see_no_pretty_young_Genoese_women_in_thin_muslin_veils_nor_handsome_matrons_in_veils_of_flowered_chintz_;,We,0,NO-NOUN,none,we,PRP,pronoun,pl,1,O,O,O,O,O,0,O,no_pretty_young_Genoese_women_in_thin_muslin_veils_nor_handsome_matrons_in_veils_of_flowered_chintz,1,Y,none,woman,NNS,common,pl,3,10787470-N,09619168-N,00007846-N,00004475-N,00001740-N,8,noun.person,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,see,none,none,see,0,0,VBP,02106506-V,1,verb.perception,present,see,0,VBP,0,pres,active,02129289-V,O,O,O,0.0,0.017187500000000005,0.4451612903225808,0.038709677419354854,NO
2,63,probably_the_rain_keeps_them_and_their_finery_indoors_.,the_rain,0,Y,def,rain,NN,common,sg,3,11501381-N,11494638-N,11524662-N,11425580-N,00001740-N,9,noun.phenomenon,them_and_their_finery,0,NO-NOUN,none,them,PRP,pronoun,pl,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,keeps,positive,probably,keep,0,2,VBZ,02681795-V,0,verb.stative,present,keep,0,VBZ,0,pres,active,O,O,O,O,0.20714285714285718,0.065625,0.0,0.0,NO
1,64,We_remind_ourselves__from_time_to_time__that_we_are_dwelling_in_marble_halls_for_the_first_time_in_our_lives_,we,0,NO-NOUN,none,we,PRP,pronoun,pl,1,O,O,O,O,O,0,O,ourselves,0,NO-NOUN,none,ourselve,PRP,pronoun,unknown,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,dwelling,none,none,dwell,0,0,VBG,00628491-V,4,verb.cognition,present,dwell,0,VBG,1,pres_cont,active,00704249-V,00734348-V,01766748-V,00724492-V,0.39285714285714285,0.009114583333333332,0.016129032258064516,0.0,NO
2,64,and_yet_some_of_the_appointments_of_this_rather_expensive_albergo_are_not_equal_to_those_of_a_second_or_third_class_hotel_in_America_.,some_of_the_appointments_of_this_rather_expensive_albergo,0,NO-NOUN,none,some,DT,pronoun,unknown,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,are,positive,yet,equal,0,2,JJ,00889831-A,0,adj.all,present,be,0,VBP,0,pres,active,O,O,O,O,0.03571428571428572,0.0060096153846153876,0.11166253101736975,0.11166253101736975,YES
3,65,My_room_is_spacious_,My_room,0,Y,def,room,NN,common,sg,3,04105893-N,02735688-N,04341686-N,00021939-N,00001740-N,7,noun.artifact,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,O,O,O,-1,0,O,O,0,O,O,O,-1,O,-1,O,O,O,O,O,O,0.48571428571428577,0.1625,0.0,0.0,NO
3,65,with_windows_opening_to_the_floor,windows,1,Y,none,window,NNS,common,pl,3,04587648-N,03391770-N,04361095-N,04341686-N,00001740-N,8,noun.artifact,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,opening,none,none,open,0,0,VBG,01346003-V,0,verb.contact,none,open,0,VBG,0,other,unknown,O,O,O,O,0.39285714285714285,0.0,0.0,0.0,NO
2,65,and_commanding_a_fine_view_of_the_harbor_,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,a_fine_view,0,Y,indef,view,NN,common,sg,3,06208751-N,06208021-N,06193203-N,00023271-N,00001740-N,6,noun.cognition,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,commanding,none,none,command,0,0,VBG,02441022-V,2,verb.communication,none,command,0,VBG,0,other,unknown,00751887-V,O,02539334-V,O,0.5476190476190476,0.0,0.20430107526881722,0.0,NO
3,65,where_many_ships_lie_at_anchor_,many_ships,1,Y,none,ship,NNS,common,pl,3,04194289-N,04530566-N,03125870-N,04524313-N,00001740-N,10,noun.artifact,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,lie,none,where,lie,0,1,VBP,02655135-V,1,verb.stative,present,lie,0,VBP,0,pres,active,02690708-V,O,O,O,0.0,0.10714285714285714,0.0,0.0,NO
3,65,among_them_the_floating_city_in_which_we_came_hither_.,we,0,NO-NOUN,none,we,PRP,pronoun,pl,1,O,O,O,O,O,0,O,the_floating_city,0,Y,def,city,NN,common,sg,3,08524735-N,08626283-N,08675967-N,08574314-N,00001740-N,8,noun.location,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,came,positive,hither,come,0,1,VBD,01835496-V,1,verb.motion,past,come,0,VBD,0,sim_past,active,01849221-V,O,O,O,0.0,0.05681818181818182,0.0,0.0,NO
2,66,It_makes_us_feel_at_home_to-night,us,0,NO-NOUN,none,us,PRP,pronoun,pl,1,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,makes,none,none,make,0,0,VBZ,02560585-V,0,verb.social,present,make,0,VBZ,0,pres,active,O,O,O,O,0.32653061224489793,0.2455357142857143,0.0,0.0,NO
1,66,to_see_the_lights_of_the_Augusta_Victoria_,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,the_lights_of_the_Augusta_Victoria,0,Y,def,light,NNS,common,pl,3,11473954-N,11421401-N,11450869-N,11499284-N,00001740-N,10,noun.phenomenon,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,see,none,none,see,0,0,VB,02106506-V,1,verb.perception,none,see,0,VB,0,infinitif,active,02129289-V,O,O,O,0.2380952380952381,0.07638888888888888,0.0,0.0,NO
1,66,and_we_wave_friendly_greetings_to_her_and_our_fellow-voyagers_across_the_bay_.,we,0,NO-NOUN,none,we,PRP,pronoun,pl,1,O,O,O,O,O,0,O,friendly_greetings,1,Y,none,greeting,NNS,common,pl,3,06630017-N,06628861-N,06598915-N,00033020-N,00001740-N,5,noun.communication,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,wave,none,none,wave,0,0,VB,02367363-V,4,verb.communication,none,wave,0,VB,0,other,unknown,01041415-V,02376958-V,00992041-V,00740577-V,0.32653061224489793,0.0,0.0967741935483871,0.0,NO
2,67,"""_We_were_far_more_comfortable_in_our_little_state-rooms_on_the_ship",We,0,NO-NOUN,none,we,PRP,pronoun,pl,1,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,were,comparative,more,comfortable,0,1,JJ,00476819-A,0,adj.all,past,be,0,VBD,0,sim_past,active,O,O,O,O,0.0,0.043269230769230775,0.32009925558312663,0.11166253101736975,NO
2,67,"than_we_shall_ever_be_in_this_damp_palace_!_""",we,0,NO-NOUN,none,we,PRP,pronoun,pl,1,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,be,positive,ever,be,0,1,VB,02604760-V,0,verb.stative,future,be,0,VB,0,fut,active,O,O,O,O,0.0,0.05681818181818182,0.0,0.0,NO
1,68,said_Angela_,Angela,0,none,none,angelum,NNP,proper,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,said,none,none,say,0,0,VBD,00940384-V,1,verb.communication,past,say,0,VBD,0,sim_past,active,01009240-V,O,O,O,0.0,0.29166666666666663,0.0,0.0,NO
1,68,shivering_.,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,shivering_.,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,O,O,O,-1,0,O,O,0,O,O,O,-1,O,-1,O,O,O,O,O,O,0.0,0.45312500000000006,0.0,0.0,NO
2,69,"""_This_room_feels_like_a_cellar_.",This_room,0,Y,demon,room,NN,common,sg,3,04105893-N,02735688-N,04341686-N,00021939-N,00001740-N,7,noun.artifact,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,feels,none,none,feel,0,0,VBZ,01771535-V,0,verb.emotion,present,feel,0,VBZ,0,pres,active,O,O,O,O,0.2767857142857143,0.08984375,0.0,0.0,NO
6,70,"Do_they_never_have_any_fires_here_?_""",they,0,NO-NOUN,none,they,PRP,pronoun,pl,3,O,O,O,O,O,0,O,any_fires_here,0,Y,indef,fire,NNS,common,pl,3,07302836-N,07283608-N,00029378-N,00023100-N,00001740-N,5,noun.event,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,have,positive,do,have,0,2,VBP,02203362-V,0,verb.possession,present,have,0,VBP,0,pres,active,O,O,O,O,0.2380952380952381,0.18402777777777776,0.0,0.20430107526881722,NO
6,71,"""_Yes__behold_the_fireplace_!_""",O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,the_fireplace,0,Y,def,fireplace,NN,common,sg,3,03346455-N,04061969-N,03285912-N,02735688-N,00001740-N,9,noun.artifact,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,behold,positive,yes,behold,0,1,VB,02106506-V,2,verb.perception,none,behold,0,VB,0,other,unknown,02130160-V,O,02129289-V,O,0.0,0.08984375,0.0,0.0,NO
1,72,I_replied_,I,0,NO-NOUN,none,i,PRP,pronoun,unknown,1,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,replied,none,none,reply,0,0,VBD,00940384-V,2,verb.communication,past,reply,0,VBD,0,sim_past,active,00815686-V,O,01009240-V,O,0.0,0.29166666666666663,0.0,0.0,NO
1,72,drawing_aside_a_screen,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,a_screen,0,Y,indef,screen,NN,common,sg,3,04152829-N,04362025-N,00021939-N,00003553-N,00001740-N,6,noun.artifact,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,drawing,positive,aside,draw,0,1,VBG,01850315-V,1,verb.contact,none,draw,0,VBG,0,other,unknown,01448100-V,O,O,O,0.0,0.2109375,0.0,0.0,NO
1,72,and_revealing_a_small_hole_in_the_wall_.,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,a_small_hole_in_the_wall,0,Y,indef,hole,NN,common,sg,3,09304465-N,09379111-N,13910384-N,13867492-N,00001740-N,7,noun.object,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,revealing,none,none,reveal,0,0,VBG,02137132-V,1,verb.perception,none,reveal,0,VBG,0,other,unknown,02143283-V,O,O,O,0.5476190476190476,0.0,0.20430107526881722,0.0,NO
